frase_id,modelo,padrao,frase,baseline_masculino,baseline_feminino,score_severidade,n_modelos_amplificam,n_bilateral,n_unilateral,forca_maioria_masc,forca_maioria_fem,forca_maioria_combinada
147,"['SVM', 'NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","Mas isso não me impediu de tirar um 10 na prova de matemática que, vamos combinar, estava super fáci",1.0,1.0,4,4,0,4,0.75,0.75,0.75
248,"['SVM', 'NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","Nossa como você esta magra, bonita. Vamos sair para comprar calças, sempre faço isso com sua irmã, a",-1.0,-1.0,4,4,0,4,0.75,0.75,0.75
252,"['SVM', 'NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","E não, não foi o remédio, porque ele demora muito pra fazer efeito, não é assim de uma hora pra outr",1.0,1.0,4,4,0,4,1.0,0.5,0.75
284,"['SVM', 'NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","Meu amor e eu, nascemos um para o outro. Só falta quem nos apresentem.",0.0,0.0,4,4,0,4,0.75,0.75,0.75
397,"['SVM', 'NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']",Tinha um garoto que ficava direto me olhando e isso tava me incomodando.,0.0,0.0,4,4,0,4,0.75,0.75,0.75
407,"['SVM', 'NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","Acho que a maioria nem vai responder, só por ter passado por uma experiência tão ruim em relação a e",1.0,1.0,4,4,0,4,1.0,0.5,0.75
446,"['SVM', 'NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","Só você sabia que eu não chorava por ter ficado sozinha naquelas datas que costumávamos comemorar, m",1.0,1.0,4,4,0,4,0.75,0.75,0.75
678,"['SVM', 'NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","Adoro eles pois são muito legais e divertidos, adoramos rir e fazer brincadeiras.",-1.0,-1.0,4,4,0,4,0.75,0.75,0.75
801,"['SVM', 'NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","Luana minha amiga me levou pra um culto evangélico para o pastor falar comigo, eu liguei pro meu nam",1.0,1.0,4,4,0,4,0.75,0.75,0.75
808,"['SVM', 'NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","Chegando lá fomos para uma suite stand, super confortavel e lá começou, beijos gostosos por todo o m",0.0,0.0,4,4,0,4,0.75,0.75,0.75
902,"['SVM', 'NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","Das outras vezes que eu vim escrever, era pra contar histórias engraçadas.",0.0,0.0,4,4,0,4,0.75,0.75,0.75
907,"['SVM', 'NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']",Muitas vezes essa pessoa feri nossos sentimentos sem sequer saber o que sentimos.,0.0,0.0,4,4,0,4,0.5,1.0,0.75
934,"['SVM', 'NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']",Me senti a pessoa mais sem chão do mundo.,1.0,1.0,4,4,0,4,0.75,0.75,0.75
958,"['SVM', 'NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","Nesse momento eu fico sem jeito, e a timidez toma conta de mim e quando me dou conta, já estou em se",1.0,1.0,4,4,0,4,0.75,0.75,0.75
1052,"['SVM', 'NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']",Não tenho irmãos e por várias razões aprendi que as minhas melhores amigas não sabem guardar segredo,0.0,0.0,4,4,0,4,0.75,0.75,0.75
1127,"['SVM', 'NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","Porque o mesmo garoto que tem coragem de chegar para falar com você, tem coragem o suficiente pra ir",1.0,1.0,4,4,0,4,0.75,0.75,0.75
25,"['SVM', 'NB', 'RF']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_BILATERAL']","Bom como meu ultimo post foi em agosto , de lá pra cá aconteceram muitas coisas e esse tempo todinho",0.0,0.0,4,3,1,2,0.75,0.75,0.75
191,"['NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_UNILATERAL']","Enquanto o garoto tímido passa horas ensaiando alguma coisa pra dizer quando lhe ver, e fica lembran",1.0,1.0,4,3,1,2,0.75,0.75,0.75
320,"['NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_BILATERAL']","Mesmo assim continuo cometendo os mesmos erros, como se alguma coisa me puxasse, para o fundo do poç",0.0,0.0,4,3,1,2,0.75,0.75,0.75
1205,"['SVM', 'NB', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_BILATERAL']",Ele só está fazendo isso porque não aguenta mais a mãe dele e que quando eles brigaram ele pegou tod,1.0,1.0,4,3,1,2,0.75,0.75,0.75
30,"['SVM', 'LR']","['AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_BILATERAL']","Sou sozinho apesar de ser casado, mas há tempo que este casamento não passa de um papel assinado, o ",0.0,0.0,4,2,2,0,0.75,0.75,0.75
390,"['SVM', 'LR']","['AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_BILATERAL']","Eu entrando na minha sala então com os olhos cheios de lágrimas tive que me conter, pois as meninas ",1.0,1.0,4,2,2,0,0.75,0.75,0.75
560,"['NB', 'RF']","['AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_BILATERAL']","Queria tanto, mas não posso, pois o que sinto por ti é tão forte, impossível de esquecer.",0.0,0.0,4,2,2,0,0.75,0.75,0.75
51,"['SVM', 'RF']","['AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_BILATERAL']",Por que eu me sinto tão mal e negativa?,0.0,0.0,4,2,2,0,0.5,0.75,0.625
158,"['NB', 'RF']","['AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_BILATERAL']","Não tenho jeito mesmo, gaguejo, esqueço, o escambau.",-1.0,-1.0,4,2,2,0,0.5,0.75,0.625
894,"['SVM', 'NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","Quando ele me virou, me beijou tanto que começamos a gozar juntos.",0.0,0.0,4,4,0,4,0.5,0.5,0.5
19,"['NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","Agora eu simplesmente não reclamo de nada, fico quieto guardando isso tudo dentro de mim.",0.0,0.0,3,3,0,3,1.0,1.0,1.0
60,"['SVM', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","Não recomendo isso a ninguém, mas não consigo pensar em outra coisa a fazer quanto estiver triste, p",0.0,0.0,3,3,0,3,1.0,1.0,1.0
105,"['SVM', 'NB', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']",Desta vez ele me fez gozar de uma forma que o meu corpo tremia todo.,1.0,1.0,3,3,0,3,1.0,1.0,1.0
242,"['NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","Olhar disfarçadamente pra uma mulher bonita é natural, qual a mulher que não sabe que um homem bonit",-1.0,-1.0,3,3,0,3,1.0,1.0,1.0
276,"['SVM', 'NB', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","Ele me receitou zolpidem, um hipnótico, pra me ajudar a dormir.",1.0,1.0,3,3,0,3,1.0,1.0,1.0
361,"['SVM', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","Passei então 3 aulas me segurando pra não chorar e tentando estudar, pois ia fazer 3 provas depois d",-1.0,-1.0,3,3,0,3,1.0,1.0,1.0
367,"['SVM', 'NB', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']",EU DISSE QUE TRABALHAVA ATÉ TARDE.,1.0,1.0,3,3,0,3,1.0,1.0,1.0
506,"['SVM', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","Mas aí ela começou a falar que eu gostava dele e por fim, elogiou os olhos verdes.",-1.0,-1.0,3,3,0,3,1.0,1.0,1.0
546,"['SVM', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']",No banheiro as suas gavetas estão vazias.,-1.0,-1.0,3,3,0,3,1.0,1.0,1.0
604,"['SVM', 'NB', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']",Hoje é o meu aniversário.,1.0,1.0,3,3,0,3,1.0,1.0,1.0
659,"['SVM', 'NB', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']",O povo até olha e não acredita que somos namorados.,1.0,1.0,3,3,0,3,1.0,1.0,1.0
696,"['NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","Eu e meu medo de tomar remédios novos, com medo de me dar alguma reação colateral ou algo do gênero.",1.0,1.0,3,3,0,3,1.0,1.0,1.0
757,"['SVM', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","Esse é um local de muitos desabafos e eu me sinto meio mãezona de muitos que escrevem, pois sou mais",-1.0,-1.0,3,3,0,3,1.0,1.0,1.0
760,"['SVM', 'NB', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","Então resolvi procurar no Google alguma clinica que fazia terapia de vidas passadas em Goiânia, até ",-1.0,-1.0,3,3,0,3,1.0,1.0,1.0
828,"['SVM', 'NB', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']",O que você semeia você certamente colherá.,1.0,1.0,3,3,0,3,1.0,1.0,1.0
861,"['SVM', 'NB', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","Apenas nos importávamos com a nossa opinião, e namoramos durante 9 meses.",1.0,1.0,3,3,0,3,1.0,1.0,1.0
876,"['SVM', 'NB', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']",A minha prima de 4 anos estava na sala conversando com minha mãe ai eu simplesmente terminei e fui p,-1.0,-1.0,3,3,0,3,1.0,1.0,1.0
897,"['SVM', 'NB', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']",Não se espante com esta confissão.,1.0,1.0,3,3,0,3,1.0,1.0,1.0
909,"['SVM', 'NB', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","Depois de muitas lágrimas e uma festa de despedida as minhas férias acabaram, voltei pra minha reali",-1.0,-1.0,3,3,0,3,1.0,1.0,1.0
938,"['SVM', 'NB', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']",Trabalham também como administradores rurais e planejadores de fazendas e instalações rurais.,1.0,1.0,3,3,0,3,1.0,1.0,1.0
949,"['SVM', 'NB', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","No ultimo aparelho ele ficou do meu lado e eu disse que tava cansada, aí ele disse: Se você quiser p",-1.0,-1.0,3,3,0,3,1.0,1.0,1.0
982,"['SVM', 'NB', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","Os geminianos sempre são muito expressivos e falam muito com as mãos, sempre contando fatos que lhes",1.0,1.0,3,3,0,3,1.0,1.0,1.0
1168,"['SVM', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","Em poucos minutos, Helen gozou de um jeito que nunca tinha visto, era verdadeiro, era muito mais do ",1.0,1.0,3,3,0,3,1.0,1.0,1.0
1173,"['SVM', 'NB', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","Ele disse que não quer que eu me separe, não quer me ver sozinha.",-1.0,-1.0,3,3,0,3,1.0,1.0,1.0
1187,"['SVM', 'NB', 'RF']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","Eu discuti ontem com minha avo, minha madrinha porque ela não confiou em mim para ir na padaria pra ",-1.0,-1.0,3,3,0,3,1.0,1.0,1.0
1192,"['SVM', 'NB', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","Antes de mandar, primeiro vê como foi o rumo entre os dois no dia.",-1.0,-1.0,3,3,0,3,1.0,1.0,1.0
867,"['NB', 'RF']","['AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_UNILATERAL']","Quando acordei, meu namorado estava com a mão na minha cintura, me abraçando, e com a cabeça perto d",-1.0,-1.0,3,2,1,1,1.0,1.0,1.0
948,"['SVM', 'RF']","['AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_UNILATERAL']","Ficava olhando ele dar aula, sonhando , imaginando coisas.",0.0,0.0,3,2,1,1,1.0,1.0,1.0
1105,"['NB', 'RF']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_BILATERAL']",Bom hoje eu e minhas amigas tivemos a ideia de fazer o Jogo da Caneta.,-1.0,-1.0,3,2,1,1,1.0,1.0,1.0
22,"['SVM', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']",Pois amigos também dizem EU TE AMO!,0.0,0.0,3,3,0,3,0.75,1.0,0.875
52,"['SVM', 'NB', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']",Quando tudo parece desmoronar dentro de mim eu me sinto em pedaços.,-1.0,-1.0,3,3,0,3,1.0,0.75,0.875
54,"['SVM', 'NB', 'RF']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","Eu sou uma orgulhosa sim, não fico com todos (até porque isso é coisa de vadia), jogo bola, falo com",-1.0,-1.0,3,3,0,3,1.0,0.75,0.875
63,"['SVM', 'NB', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","Eu sou virgem, ou pelo menos nunca tive penetração.",0.0,0.0,3,3,0,3,1.0,0.75,0.875
77,"['SVM', 'NB', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","u tenho tanto raiva em pensar que desde quando saia da casa deles, eu fiquei ajudando eles, principa",0.0,0.0,3,3,0,3,1.0,0.75,0.875
137,"['SVM', 'NB', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']",Hoje será o dia que ele vai estar completamente e malucamente apaixonado por você se tudo tiver ido ,1.0,1.0,3,3,0,3,1.0,0.75,0.875
144,"['SVM', 'NB', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","Cachorro, obrigada por estar lá enquanto eu sofria bullying, e fiquei anoréxica por causa de comentá",-1.0,-1.0,3,3,0,3,0.75,1.0,0.875
186,"['NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']",Quero compensar o que minhas colegas da faculdade fizeram por mim.,1.0,1.0,3,3,0,3,0.75,1.0,0.875
215,"['SVM', 'NB', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']",Procurei como nunca.,1.0,1.0,3,3,0,3,0.75,1.0,0.875
221,"['SVM', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","Não consigo, a minha vida acabou, não sei o que fazer.",-1.0,-1.0,3,3,0,3,0.75,1.0,0.875
256,"['SVM', 'NB', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']",Coisas materiais podem ser jogadas fora.,-1.0,-1.0,3,3,0,3,0.75,1.0,0.875
371,"['SVM', 'NB', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","Chegamos da festa e fomos logo dormir, minha irmã foi a primeira a cair no sono, enquanto eu e meu n",1.0,1.0,3,3,0,3,1.0,0.75,0.875
410,"['SVM', 'NB', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']",Agente está começando a se afastar e você nem notou.,1.0,1.0,3,3,0,3,1.0,0.75,0.875
417,"['SVM', 'NB', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","Ir pra casa do melhor amigo/irmão só pra ver tv , e tomar banho na piscina de 1000 litros dele.",0.0,0.0,3,3,0,3,0.75,1.0,0.875
471,"['SVM', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']",Ano passado conheci um menino fiquei com ele.,0.0,0.0,3,3,0,3,1.0,0.75,0.875
512,"['SVM', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","Eu sou uma das únicas patricinhas de respeito, que curtem ler e que não são exemplos de putas.",-1.0,-1.0,3,3,0,3,1.0,0.75,0.875
547,"['SVM', 'NB', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']",Já li metade do livro e deu pra perceber que é totalmente diferente do que eu pensei.,0.0,0.0,3,3,0,3,1.0,0.75,0.875
548,"['SVM', 'NB', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","Boa parte dos que ameaçam fazer, não fazem, mas se você está pensando, eu tenho um relato a dar.",0.0,0.0,3,3,0,3,1.0,0.75,0.875
566,"['NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","Andei pesquisando a idade do pessoal daqui, e como disse estou escrevendo um livro, já postei o prim",1.0,1.0,3,3,0,3,0.75,1.0,0.875
622,"['SVM', 'NB', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","Um brinde a nossa existência, e ao nosso futuro.",1.0,1.0,3,3,0,3,1.0,0.75,0.875
633,"['NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']",Ontem eu tive uma noite maravilhosa com meu marido.,1.0,1.0,3,3,0,3,1.0,0.75,0.875
638,"['SVM', 'NB', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","Eu não aguento mais as nossas brigas, elas me deixam em um estado que eu não sei nem explicar em pal",1.0,1.0,3,3,0,3,1.0,0.75,0.875
641,"['SVM', 'NB', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","É meia noite agora, vou assistir alguma minissérie, iludir-me com a esperança dos finais felizes que",1.0,1.0,3,3,0,3,1.0,0.75,0.875
649,"['NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']",Acho que viver um romance é muito mais legal que apenas um lance.,1.0,1.0,3,3,0,3,1.0,0.75,0.875
716,"['SVM', 'NB', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']",Já haviamos marcado por celular no domingo.,0.0,0.0,3,3,0,3,1.0,0.75,0.875
749,"['SVM', 'NB', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","Quanto aos sintomas do TOC, continuam bem chatinhos.",1.0,1.0,3,3,0,3,1.0,0.75,0.875
754,"['SVM', 'NB', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']",Ela teve 5 filhos e nenhum teve pai.,0.0,0.0,3,3,0,3,1.0,0.75,0.875
836,"['SVM', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","Quantas tristezas e decepções eu já passei nessa vida não é mesmo, ainda bem que eu escrevo só pra m",1.0,1.0,3,3,0,3,1.0,0.75,0.875
927,"['NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']",Tive que ir nas casas lotéricas pagar umas contas (como sempre deixo tudo pra cima da hora) e a fila,0.0,0.0,3,3,0,3,0.75,1.0,0.875
936,"['SVM', 'NB', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","Enquanto vc é importante para as pessoas você é lindo, é fofo, é inteligente, é sensual e se for alé",-1.0,-1.0,3,3,0,3,1.0,0.75,0.875
1007,"['SVM', 'NB', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","É mais triste ainda saber que ela me pressionava a perder a virgindade com ele, apoiava meu namoro, ",-1.0,-1.0,3,3,0,3,1.0,0.75,0.875
1044,"['NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']",Eu não me considero uma pessoa de sorte.,1.0,1.0,3,3,0,3,1.0,0.75,0.875
1059,"['SVM', 'NB', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","Obrigada por me mostrar através da Leticia que ele não era o cara pra mim, que no futuro, algo melho",1.0,1.0,3,3,0,3,1.0,0.75,0.875
1094,"['SVM', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","Sei que a tristeza excessiva é devido aos efeitos da droga, sei que essa tristeza química vai passar",1.0,1.0,3,3,0,3,1.0,0.75,0.875
1106,"['SVM', 'NB', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']",Todos os momentos que eu estou perdendo com você.,1.0,1.0,3,3,0,3,1.0,0.75,0.875
1113,"['SVM', 'NB', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']",Ela se interessa por todos os seus assuntos sem pé e sem cabeça.,0.0,0.0,3,3,0,3,0.75,1.0,0.875
317,"['NB', 'RF']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_BILATERAL']","Achei uma solução, ou melhor, na minha cabeça era a única solução.",1.0,1.0,3,2,1,1,1.0,0.75,0.875
496,"['NB', 'RF']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_BILATERAL']","Ultimamente brigo com a minha mãe TODOS os dias, agente briga por tudo, ontem mesmo estava brigando ",1.0,1.0,3,2,1,1,1.0,0.75,0.875
711,"['NB', 'RF']","['AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_UNILATERAL']","Meu coração partiu em milhões de pedaços, comecei a chorar na hora, ele pediu para eu não chorar, e ",0.0,0.0,3,2,1,1,0.75,1.0,0.875
