texto,rotulo_masculino,rotulo_feminino
word216 word459 word259 word329 word454 word287 word375 word464 word75 word242 word17 word177 word259 word123 word467 word472 word311 word111 word256 word234 word456 word497 word356 word40 word122 word450 word215 word296 word286 word281 word7 word92 word361,positiva,positiva
word121 word286 word149 word84 word454 word406 word466 word456 word231 word288 word161 word272 word460 word38 word500 word226 word142 word292 word481 word151 word114 word237 word66 word361 word341 word258 word475 word249 word457 word449 word331 word323 word180 word190 word407 word154 word196 word466 word311 word262 word419 word406 word427 word143 word342 word316 word101 word244 word490 word12 word239 word49 word42 word166 word82 word429 word291 word158 word216 word490 word158 word462 word134 word67 word336 word7 word436 word14 word73 word399 word405 word163 word66 word347 word130 word419 word466 word206 word276 word466 word256 word266 word25 word450,negativa,negativa
word73 word449 word76 word186 word78 word390 word65 word342 word290 word56 word331 word259 word426 word190 word6 word6 word191 word148 word405 word258 word218 word479 word90 word312 word352,neutra,neutra
word193 word217 word347 word22 word145 word443 word285 word451 word145 word2 word288 word406 word359 word225 word442 word437 word214 word431 word388 word166 word373 word141 word317 word471 word64,neutra,positiva
word331 word26 word383 word115 word382 word482 word284 word387 word75 word166 word189 word78 word435 word90 word176 word21 word54 word184 word359 word222 word315 word328 word179 word276 word112 word224 word214 word59 word327 word393 word109 word385 word157 word191 word200 word312 word196 word35 word379 word387 word246 word237 word104,negativa,negativa
word442 word87 word31 word121 word69 word134 word371 word449 word315 word496 word412 word146 word472 word333 word481 word394 word263 word293 word480 word429 word86 word16 word216 word116 word118 word270 word395 word467 word343 word162 word188 word104 word141 word167 word300 word28 word424 word272 word50 word371 word156 word324,neutra,neutra
word335 word212 word84 word173 word183 word443 word133 word380 word288 word262 word350 word282 word293 word269 word349 word197 word25 word141 word472 word223 word20 word247 word328 word444 word201 word405 word115 word383 word189 word468 word463 word26 word54 word170 word395 word421 word489 word381 word11 word27 word350 word83 word290 word38 word445 word87 word437 word321 word387 word451 word156 word398 word308 word286 word186 word182 word453 word369 word143 word422 word206 word142 word185 word443,neutra,neutra
word385 word388 word303 word500 word449 word52 word303 word99 word461 word306 word45 word42 word479 word468 word440 word327 word57 word488 word33 word412 word114 word300 word114 word56 word44 word212 word352 word329 word34 word270 word196 word413 word125 word79 word255,positiva,positiva
word231 word239 word472 word253 word469 word436 word407 word49 word422 word303 word72 word263 word322 word222 word77 word62 word471 word157 word294 word125 word229 word340 word161 word29 word114 word79 word23 word106 word131 word357 word477 word173 word264 word342 word373 word285 word2 word233 word369 word251 word434 word493 word321 word108 word276 word180 word213 word293 word72 word283 word175 word123 word227 word390 word444 word301 word428 word83 word253 word146 word120 word65 word281 word283 word391 word428 word106 word413 word479 word300 word107 word36 word147 word262 word409 word159 word265 word468 word202 word421 word155 word13 word297 word384 word322 word498 word85 word481 word280 word245 word300 word362 word354 word316 word9 word386 word247 word312 word414,neutra,neutra
word336 word95 word459 word374 word400 word8 word388 word360 word388 word184 word281 word195 word352 word195 word155 word93 word160 word434 word61 word122 word51 word403 word277 word5 word466 word92 word170 word317 word22 word405 word326 word1 word133 word233 word12 word346 word46 word34 word433 word78 word218 word301 word411 word73 word282 word249 word47 word121 word214 word239 word56 word350 word107 word319 word48 word61 word337 word26 word292 word257 word8 word113 word355 word253 word180 word207 word303 word127 word56 word214 word14 word474 word28 word471,negativa,negativa
word26 word213 word385 word1 word291 word265 word343 word38 word233 word260 word308 word403 word485 word261 word476 word238 word106 word247 word304 word343 word447 word38 word308 word343,positiva,positiva
word59 word152 word422 word28 word225 word318 word484 word51 word263 word279 word46 word474 word334 word106 word284 word24 word7 word368 word484 word487 word335 word433 word3 word496 word258 word263 word121 word208 word21 word393 word140 word477 word280 word289 word206 word43 word338 word118 word5 word207 word123 word327 word345 word142 word372 word232 word164 word35 word364 word434 word472 word335 word11 word408 word75 word300 word435 word401 word381 word198 word341 word264 word335 word374 word500 word224 word122 word74 word28 word463 word396 word171 word466 word376 word421 word364 word383 word216 word319 word101 word246 word93 word63 word266 word206 word80 word37 word11 word115 word90 word232 word19 word52 word374 word274 word94 word32 word151 word140 word58,positiva,positiva
word201 word72 word495 word247 word481 word98 word329 word81 word425 word65 word424 word5 word478 word459 word284 word294 word81 word498 word87 word402 word293 word411 word281 word197 word252 word83 word27 word333 word182 word135 word90 word206 word27 word378 word59 word72 word415 word227 word91 word68 word362 word260 word146 word63 word343 word480 word460 word180 word468 word111 word191 word429 word396 word392 word246 word278 word347 word425 word372 word297 word337 word123 word57 word160 word127 word225 word95 word311 word6 word423 word265 word234 word288 word420 word384 word16 word140 word297 word195 word186 word475 word475 word393 word125 word17 word366,positiva,positiva
word292 word375 word261 word430 word207 word52 word49 word6 word379 word394 word374 word224 word23 word496 word145 word110 word212 word300 word41 word399 word172 word494 word186 word214 word306 word52 word70 word196 word447 word442 word151 word428 word109 word467 word118 word365 word95 word256 word44 word436 word67 word156 word323 word206 word274 word155 word179 word60 word74 word49 word271 word467 word73 word196 word399 word179 word48 word72 word113 word245 word385 word391 word309 word159 word274 word268 word304 word30 word97 word251 word495 word7 word92 word113 word259 word107 word63 word390 word479 word358 word271 word199 word427 word478 word347 word337,neutra,neutra
word228 word85 word306 word488 word396 word463 word271 word401 word290 word236 word291 word39 word486 word206 word183 word187 word133 word30 word388 word255 word143 word103 word419 word493 word74 word55 word450 word236 word60 word24 word476 word22 word428 word32 word351 word339 word435 word469 word3 word70 word160 word386 word88 word365 word59 word252 word219 word201 word77 word255 word247 word270 word307 word139 word78 word80 word10 word468 word336 word124 word186 word34 word121 word80 word206 word53 word156 word274 word410 word358 word135 word429 word98 word495 word241 word45 word199 word481 word291 word436 word114 word487 word277 word241 word156 word352 word44 word80 word312 word138,neutra,neutra
word454 word446 word170 word94 word224 word278 word38 word270 word482 word235 word111 word378 word410 word168 word54 word397 word127 word478 word275 word42 word41 word50 word487 word387 word159 word332 word399 word182 word181 word429 word166 word232 word206 word355 word464 word50 word408 word401 word146 word298 word145 word16 word85 word216 word482 word52 word36 word107 word219 word423 word337 word409 word371 word486 word298 word254 word405 word68 word473 word187 word124 word30 word185,positiva,positiva
word416 word435 word459 word58 word471 word26 word482 word430 word226 word285 word4 word465 word99 word397 word489 word39 word271 word375 word285 word157 word75 word372 word288 word130 word175 word462 word84 word22 word459 word27 word195 word337 word382 word236 word440 word92 word477 word21 word303 word464 word357 word443 word84 word262 word147 word441 word453 word387 word257 word58 word380 word422 word15 word162 word445 word163 word320 word497 word281 word280 word12 word274 word271 word492 word208 word27 word72 word60 word430 word473 word145 word93 word309 word8 word79 word27 word174 word50 word500 word199 word387 word349 word448 word428 word181 word24 word316 word378 word387 word404 word46 word15 word153 word222 word206 word455 word273 word382,negativa,negativa
word204 word150 word293 word404 word103 word24 word368 word212 word65 word449 word209 word251 word385 word117 word116 word237 word478 word105 word495 word259 word46,negativa,negativa
word480 word18 word401 word226 word167 word71 word362 word54 word245 word483 word350 word76 word35 word267 word317 word300 word121 word324 word25 word432 word160 word84 word114 word223 word388 word166 word191 word175 word1 word387 word229 word86 word62 word320 word401 word382 word206 word105 word318 word291 word250 word13 word163 word43 word386 word440 word111 word205 word384 word256 word307 word438 word144 word146 word391 word301 word164 word169 word478 word298 word233 word391 word271 word60 word296 word467 word235 word165 word194 word234 word368 word183 word333 word232 word361 word491 word107 word378 word223 word80 word234 word381,negativa,negativa
word62 word408 word302 word126 word462 word487 word172 word63 word260 word16 word179 word330 word368 word101 word475 word176 word193 word453 word461 word301 word387 word273 word467 word421 word261 word175 word234 word300 word216 word491 word417 word247 word21 word451 word324 word243 word288 word280 word244 word163 word146 word67 word103 word310 word410 word444 word125 word117 word472 word251 word321 word435 word370 word226 word188 word187 word76 word273 word469 word149 word195 word364 word284 word473,positiva,positiva
word65 word449 word357 word424 word18 word164 word287 word54 word63 word257 word239 word436 word484 word441 word9 word470 word120 word348 word90 word372 word458 word312 word175 word3 word130 word54 word293 word184 word415 word353 word224 word491 word12 word442 word195 word247 word368 word154 word78 word140 word500 word90 word144 word437 word72 word433 word177 word348 word263 word271 word105 word420 word72 word74 word143 word62 word146 word46 word229 word105,positiva,positiva
word227 word315 word127 word468 word280 word367 word21 word316 word246 word90 word404 word6 word451 word266 word396 word97 word150 word446 word445 word80 word17 word138 word140 word339 word40 word407 word168 word74 word74 word50 word10 word103 word350 word388 word385 word299 word339 word389 word478 word474 word104 word290 word450 word280 word142,positiva,positiva
word2 word239 word492 word368 word378 word272 word144 word435 word451 word92 word221 word54 word404 word228 word33 word214 word136 word248 word495 word408 word53 word64 word314 word374 word37 word212 word12 word468 word84 word388 word94 word415 word342 word207 word38 word421 word348 word203 word270 word75 word128 word329 word152 word10 word38 word427 word105 word165 word426 word32 word212,negativa,neutra
word400 word148 word336 word71 word233 word334 word299 word154 word90 word334 word199 word161 word26 word121 word301 word212 word63 word451 word436 word68 word253 word410 word459 word2 word398,negativa,negativa
word219 word297 word409 word362 word259 word3 word84 word156 word151 word176 word195 word426 word472 word107 word424 word134 word276 word395 word352 word380 word155 word277 word236 word240 word370 word13 word342 word35 word47 word214 word412,neutra,neutra
word146 word249 word18 word402 word125 word2 word332 word480 word490 word200 word435 word138 word203 word398 word282 word303 word30 word56 word119 word426 word132 word231 word395 word152 word470 word451 word421,positiva,positiva
word176 word409 word280 word431 word84 word376 word222 word325 word451 word416 word145 word445 word106 word325 word11 word166 word196 word231 word147 word359,positiva,positiva
word128 word187 word146 word494 word152 word363 word93 word31 word314 word28 word137 word429 word90 word49 word367 word258 word6 word29 word410 word156 word263 word34 word440,positiva,positiva
word405 word496 word311 word6 word476 word465 word197 word351 word133 word358 word259 word437 word23 word485 word53 word165 word202 word458 word83 word145,negativa,negativa
word296 word225 word333 word361 word374 word42 word303 word421 word246 word208 word237 word22 word185 word468 word242 word363 word283 word41 word336 word162 word160 word474 word89 word322 word12 word424 word73 word76 word346 word201 word10 word352 word226 word176 word276 word39 word60 word66 word321 word435 word124 word164 word408 word411 word386 word159 word57 word78 word194 word285 word15 word12 word101 word156 word340 word125 word359 word280 word405 word394 word110,negativa,negativa
word348 word240 word58 word335 word183 word337 word26 word468 word409 word77 word417 word217 word328 word325 word262 word23 word244 word158 word206 word310,neutra,neutra
word17 word253 word445 word122 word380 word10 word287 word316 word326 word273 word306 word293 word210 word446 word218 word241 word374 word464 word200 word216 word205 word413 word416 word216 word80 word267 word480 word390 word379 word35 word289 word18 word165 word13 word202 word229 word346 word366 word465 word448 word1 word319 word217 word34 word359 word266 word128 word212 word263 word312 word80 word165 word413 word252 word12 word401 word304 word212 word282 word112 word211 word378 word239 word268 word405 word298 word317 word58 word438 word34 word263 word365 word35 word271 word449 word474 word227 word25 word234 word59 word251 word335 word86 word251 word390 word180 word207 word344 word149 word71,negativa,negativa
word426 word281 word74 word295 word238 word167 word140 word139 word369 word235 word3 word256 word371 word278 word4 word392 word270 word212 word216 word270 word476 word16 word416 word64 word239 word460 word16 word52 word19 word325 word396 word93 word261 word298 word17 word111 word328 word360 word488 word94 word10 word212 word237 word254 word16 word489 word144 word42 word3 word407 word470 word377 word156 word494 word173 word484 word452 word486 word24 word275 word75 word40 word302 word40 word62 word238 word487 word245 word18 word140 word398,positiva,positiva
word107 word166 word390 word367 word483 word406 word121 word11 word72 word347 word253 word285 word119 word375 word8 word215 word221 word80 word419 word72 word200 word173 word289 word234 word261 word446 word421 word145 word22 word78 word230 word160 word14 word236 word148 word150 word30 word438 word161 word261 word18 word63 word430 word135 word157 word57 word431 word265 word254,positiva,negativa
word84 word409 word196 word330 word202 word344 word341 word11 word347 word400 word218 word445 word253 word222 word383 word369 word80 word7 word272 word227 word16 word424 word12 word291 word241 word21 word178 word427 word228 word496 word273 word288 word297 word134 word472 word283 word404 word153 word66 word137 word92 word437 word317 word422 word259 word468 word454 word103 word481 word55 word257 word101 word198,negativa,negativa
word486 word28 word450 word38 word119 word293 word371 word244 word68 word214 word218 word177 word299 word164 word58 word269 word308 word58 word288 word465 word105 word228 word247 word188 word494 word83 word186 word252 word355 word238 word360 word184 word284 word385 word426 word210 word304 word296 word97 word447 word460 word456 word472 word208 word370 word388 word422 word492 word411 word137 word367 word400 word184 word76 word287 word472 word375 word142 word237 word25 word290 word67 word250 word408 word118 word490 word73 word282 word404 word448 word360 word10 word211 word323 word152,negativa,negativa
word102 word48 word50 word81 word300 word59 word161 word103 word334 word412 word274 word183 word417 word116 word362 word399 word445 word267 word164 word143 word437 word318 word304 word94 word250 word399 word447 word497 word343 word427 word306 word316 word240 word59 word15 word285 word203 word237 word466 word296 word287 word73 word214 word11 word337 word225 word318 word203 word231 word392 word51 word57 word132 word420 word403 word280 word297 word305 word466 word225 word174 word292 word266 word247,positiva,positiva
word167 word250 word193 word278 word395 word238 word230 word165 word243 word90 word179 word475 word58 word461 word263 word136 word238 word307 word243 word151 word346 word364 word247 word219 word9 word430 word294 word367 word13 word263 word395 word458 word225 word231 word178 word247 word67 word297 word157 word165 word184 word493 word208 word16 word300 word306 word491 word241 word455 word463 word230 word390 word18 word147 word244 word51 word450 word259 word238 word246 word345 word484 word310 word49,positiva,positiva
word62 word185 word29 word381 word114 word462 word409 word143 word390 word120 word170 word157 word335 word349 word260 word82 word242 word441 word433 word172 word231 word208 word75 word270 word387 word499 word114 word62,negativa,negativa
word296 word202 word450 word172 word407 word262 word194 word149 word375 word376 word35 word369 word29 word263 word221 word53 word421 word279 word353 word392 word76 word494 word176 word10 word463 word117 word280 word218 word175 word234 word437 word252 word295 word451 word322 word6,neutra,neutra
word88 word361 word275 word492 word336 word26 word407 word121 word289 word362 word441 word30 word407 word202 word382 word36 word125 word223 word235 word124 word470 word171 word491 word486 word495 word450 word181 word215 word118 word227 word379,positiva,positiva
word10 word225 word141 word475 word106 word268 word194 word458 word128 word213 word151 word449 word481 word384 word180 word317 word26 word15 word22 word345 word65 word251 word410 word21 word233 word408 word487 word16 word416 word272 word205 word298 word160 word434 word41 word108,positiva,positiva
word259 word46 word346 word335 word383 word237 word53 word148 word187 word21 word90 word233 word215 word369 word51 word153 word324 word116 word394 word214 word451 word339 word351 word137 word285 word421 word366 word71 word245 word38 word216 word127 word72 word226 word315 word441 word474 word444 word284 word412 word302 word246 word71 word195 word500 word470 word439 word38 word117 word238 word364 word402 word204 word351 word319 word359 word5 word428 word489 word157 word107 word228 word142 word314 word172 word146 word7 word343 word353 word446 word301 word16 word320 word37 word499 word153 word265 word183 word156 word137 word396 word402 word475 word90 word440 word218 word330 word186 word381 word209 word51 word288 word88 word491 word432 word136 word158 word282,positiva,positiva
word279 word432 word156 word122 word263 word170 word10 word452 word172 word358 word13 word213 word161 word232 word476 word471 word160 word127 word48 word261 word61 word122 word90 word359 word255 word90 word3 word280 word117 word98 word162 word340 word375,positiva,positiva
word424 word311 word208 word154 word250 word171 word315 word307 word107 word143 word8 word94 word398 word97 word490 word7 word274 word12 word2 word434 word349 word405 word7 word500 word475 word12 word340 word57 word78 word74 word233 word279 word30 word367 word314 word95 word308 word56 word10 word403 word147 word364 word87 word253 word187 word428 word233 word253 word443 word224 word340 word4 word353 word112 word193 word141 word323 word140 word349 word439 word445 word95 word41 word420 word2 word278 word150 word41 word351 word116 word120 word237 word270 word349 word291 word434 word9 word239 word118 word352 word315 word312 word475 word10 word25 word497 word173 word225 word11 word101 word265 word391 word327 word418 word83 word276 word370 word490 word345 word261,positiva,positiva
word17 word112 word103 word314 word86 word35 word30 word192 word437 word179 word104 word165 word474 word122 word134 word290 word312 word224 word25 word371 word13 word319 word230 word102 word450 word378 word376 word389 word203 word267 word472 word462 word365 word222 word104 word111 word428 word483 word469 word69 word358 word258 word168 word293 word374 word49 word250 word482 word331 word420,neutra,neutra
word160 word113 word252 word222 word346 word94 word435 word394 word396 word481 word482 word466 word167 word464 word493 word452 word138 word348 word361 word210 word256 word73 word214 word266 word360 word151 word235 word461 word216 word397 word304 word109 word345 word300 word495 word349 word464 word320 word296 word390 word120 word328 word98 word210 word427 word32 word433 word330 word226 word215 word123 word147 word340 word52 word180 word290 word187 word486 word337 word108 word126 word261 word194 word297 word34 word438 word276 word494 word182 word239 word322,positiva,negativa
word290 word193 word311 word119 word218 word427 word458 word414 word114 word466 word145 word26 word136 word303 word232 word369 word76 word475 word328 word345 word302 word452 word289 word1 word147 word287 word464 word142 word53 word304 word69 word361 word90 word446 word220 word450 word498 word192 word454 word63 word73 word161 word169 word89 word176 word269 word73 word245 word77 word159 word489 word459 word324 word98 word381 word102 word494 word132 word102 word19 word454 word482 word82 word397 word489 word279,negativa,negativa
word186 word326 word268 word383 word79 word145 word129 word14 word119 word2 word4 word244 word66 word246 word90 word430 word178 word60 word232 word436 word353 word176 word167 word383 word198 word60 word414 word470 word411 word83 word74 word311 word454 word26 word426 word377 word243 word323 word116 word323 word180 word262 word497 word114 word266 word38 word380 word77 word102 word12 word302 word49 word254 word347 word380 word249 word72 word447 word197 word253 word484 word358 word299 word222 word60 word357 word157 word342 word462 word382 word202 word267 word35 word255 word23 word456 word405 word165 word28 word372 word351 word314 word53 word284 word298 word475 word488 word85 word457 word349 word124 word445 word207 word417 word439 word165 word47 word420 word371 word156,neutra,positiva
word377 word267 word422 word328 word106 word472 word381 word35 word119 word14 word14 word266 word140 word294 word364 word119 word238 word34 word169 word10 word122 word401 word145 word451 word446 word223 word371 word257 word268 word359 word4 word426 word397 word354 word106 word85 word214 word121 word132 word338,negativa,negativa
word443 word99 word182 word169 word233 word444 word93 word117 word472 word4 word85 word167 word7 word381 word407 word232 word251 word85 word319 word193 word123 word425 word89 word95 word375 word300 word358 word45 word253 word453 word373 word479 word51 word65 word54 word440 word222 word466 word72 word376 word474 word168 word186 word143 word19 word10 word472 word272 word171 word415 word364 word16 word80 word284 word190 word148 word163 word443 word265 word360 word138 word301 word466 word365 word493 word399 word493 word30 word304 word480 word168 word91,positiva,positiva
word2 word350 word397 word169 word464 word315 word325 word375 word92 word181 word231 word301 word148 word280 word189 word347 word350 word314 word493 word411 word410 word128 word7 word426 word47 word53 word187 word38 word453 word471 word476 word226 word53 word399 word224 word154 word48 word351 word147 word393 word64 word349 word182 word125 word179 word39 word260,negativa,negativa
word374 word213 word203 word252 word229 word164 word227 word147 word20 word441 word402 word47 word233 word305 word14 word143 word415 word1 word373 word54 word374 word259 word144 word471 word441 word459 word12 word330 word224 word272 word456 word358 word460 word408 word156 word373 word8 word122 word348 word164 word90 word136 word186 word316 word178 word28 word220 word357 word41 word228 word192 word411 word447 word145 word201 word417 word212 word461 word220 word240 word413 word397 word46 word35 word253 word390 word82 word371 word256 word197 word303 word409 word450 word10 word312 word286 word242 word251 word365 word5 word119 word289 word374 word65 word146 word224 word239 word177 word267 word341 word282 word63 word217 word342 word315 word283 word177 word461 word417,negativa,negativa
word154 word220 word155 word339 word441 word365 word283 word187 word62 word148 word387 word144 word103 word300 word93 word463 word286 word424 word119 word497 word449 word29 word30 word360 word366 word288 word138 word475 word51 word392,neutra,neutra
word72 word152 word208 word49 word154 word347 word293 word68 word50 word152 word19 word100 word60 word167 word202 word345 word146 word403 word164 word458 word481 word439 word242 word69 word175 word49 word483 word108 word226 word161 word119 word149 word465 word150 word432 word293 word143 word419 word476 word455 word160 word11 word138 word457 word78 word77 word441 word254 word409 word258 word320 word291 word263 word85 word146 word323 word42 word374 word125 word167 word425,negativa,negativa
word230 word411 word389 word245 word316 word250 word77 word62 word59 word238 word189 word56 word78 word222 word47 word432 word138 word416 word449 word24 word29 word491 word135 word351 word401 word350 word281 word476 word292 word189 word71 word419 word376 word468 word206 word242 word306 word184 word478 word128 word449 word230 word41 word281 word162 word392 word312 word340 word158 word324 word21 word347 word10 word87 word33 word459 word361 word339 word203 word4 word23 word197 word309 word369 word498 word389 word274 word273 word442 word451 word107 word369,positiva,neutra
word431 word8 word159 word11 word273 word411 word380 word95 word155 word206 word115 word379 word87 word312 word197 word350 word98 word431 word19 word313 word415 word16 word45 word155 word445 word410 word231 word157 word113 word499 word377 word359 word383 word44 word365 word413 word365 word110 word111 word223 word386 word390 word265 word271 word212 word496 word314 word258 word387 word247 word436 word55 word309 word350 word72 word296 word213 word295 word171 word246 word141 word104 word105 word240 word421 word311 word416 word398 word321,negativa,neutra
word42 word43 word125 word393 word270 word485 word347 word233 word480 word132 word2 word115 word481 word469 word1 word492 word331 word65 word430 word443 word459 word125 word256 word391 word322 word143 word328 word246 word116 word377 word303 word90 word296 word42 word435 word35 word500 word494 word489 word41 word341 word124 word57 word294 word456 word235 word96 word392 word492 word458 word319 word343 word132 word176 word52 word38 word478 word489 word343 word5 word213 word120 word326 word369 word209 word217 word24 word342 word205 word401 word462 word226 word218 word211 word26 word252 word3 word2 word92 word2 word150 word71 word4,neutra,neutra
word404 word297 word82 word358 word148 word6 word378 word185 word426 word252 word25 word41 word169 word3 word364 word171 word430 word57 word83 word330 word179 word133 word86 word457 word353 word271 word344 word94 word382 word356 word250 word295 word198 word79 word166 word39 word308 word214 word131 word157 word477 word382 word159 word493 word322 word227 word45 word201 word22 word339 word242 word229 word394 word238 word149 word273 word67 word7 word233 word357 word292,positiva,positiva
word335 word170 word497 word253 word346 word499 word460 word297 word431 word142 word385 word273 word225 word183 word221 word53 word118 word365 word159 word446 word136 word414 word77 word336 word450 word45 word18 word355 word429 word403 word205 word499 word324 word83 word50 word281 word166 word243 word377 word479 word164 word324 word56 word39 word319 word128 word391 word122 word247 word186 word208 word315 word304 word389 word239 word215 word292 word224 word88 word25,neutra,neutra
word247 word434 word93 word268 word103 word431 word451 word112 word321 word411 word304 word344 word62 word300 word403 word443 word136 word55 word108 word303 word258 word253 word222 word478 word369 word167 word429 word160 word449 word166 word205 word267 word138 word368 word443 word346 word248 word55 word404 word209 word17 word68 word133 word188 word407 word430 word308 word138 word174 word412 word97 word171 word154 word183 word242 word304 word285 word27 word402 word360 word60 word202 word250 word362 word69 word458 word370 word21 word152 word102 word387 word488 word95 word446 word361 word229 word125 word258 word322,neutra,neutra
word319 word225 word172 word323 word442 word449 word36 word134 word37 word93 word75 word244 word183 word205 word459 word187 word166 word115 word409 word207 word245 word333 word490 word161 word13 word294 word442 word472 word404 word236 word273 word379 word114 word152 word26 word168 word32 word221 word206 word421 word342 word98 word91 word476 word377 word214 word188 word57 word107,positiva,positiva
word239 word92 word316 word323 word115 word15 word272 word22 word118 word369 word95 word447 word415 word257 word331 word262 word87 word393 word436 word464 word318 word58 word230 word108 word19 word365 word141 word379 word160 word100 word265 word238 word238 word49 word165 word287 word415,positiva,positiva
word326 word30 word359 word407 word288 word86 word234 word235 word313 word365 word265 word287 word327 word393 word269 word186 word131 word291 word481 word277 word320 word351 word180 word290 word480 word377 word163 word271 word376 word96 word262 word365 word469 word353 word288 word436 word83 word225 word412 word223 word469 word118 word482 word192 word79 word78 word147 word107 word382 word271 word390 word244 word73 word357 word468 word354 word422 word26 word210 word92 word125 word435 word73 word480 word123 word309 word184 word187 word198 word78 word348 word186 word344 word253 word13 word299 word76 word51 word275 word149 word219 word122 word211 word280 word26 word173 word156 word238 word376 word82 word492,negativa,negativa
word346 word110 word420 word182 word471 word313 word1 word319 word438 word55 word371 word424 word399 word149 word431 word457 word309 word137 word202 word436 word313 word117 word154 word425 word291 word63 word244 word25 word90 word75 word294 word386 word391 word210 word475 word418 word347 word17 word128 word427,negativa,negativa
word395 word139 word145 word160 word83 word155 word288 word317 word281 word64 word192 word156 word424 word500 word91 word142 word42 word249 word295 word258 word337 word1 word109 word416 word467 word125 word64 word206 word415 word442 word338 word244 word78 word111 word142 word216 word453 word16 word453 word54 word141 word380 word336,positiva,positiva
word414 word420 word9 word420 word29 word144 word348 word149 word64 word367 word450 word380 word187 word366 word227 word118 word412 word439 word356 word254 word31 word161 word215 word444 word169 word81 word46 word49 word449 word298 word407 word368 word283 word473 word416 word467 word88 word121 word3 word316 word460 word227 word79 word145 word242 word32 word263 word211 word71 word384 word197,neutra,neutra
word430 word47 word433 word79 word298 word417 word364 word425 word375 word453 word342 word219 word111 word227 word275 word256 word39 word135 word295 word98 word34 word475 word428 word453 word68 word191 word199 word48 word259 word213 word162 word113 word137 word317 word404 word424 word381 word12 word359 word238 word284 word176 word225 word458 word75 word135 word82 word83 word142 word209 word215 word403 word310 word255 word188 word493 word247 word255 word323 word162 word345 word425 word415 word167,positiva,neutra
word335 word316 word205 word298 word372 word248 word365 word465 word71 word156 word102 word13 word465 word271 word292 word220 word15 word238 word117 word331 word56 word351 word132 word483 word226 word308 word475 word394 word222 word173 word340 word285 word309 word157 word151 word185 word178 word21 word112 word171 word138 word233 word332 word30 word381 word307 word161 word402 word78 word278 word320 word21 word385 word497 word363 word372 word380 word143 word36 word303,neutra,neutra
word282 word65 word376 word4 word157 word249 word257 word235 word306 word366 word470 word395 word74 word187 word62 word337 word164 word56 word111 word218 word240 word21 word141 word265 word139 word459 word70 word385 word118 word198 word205 word214 word56 word287 word470 word293 word175 word347 word370 word500 word462 word128 word431 word378 word325 word442 word292 word288 word226 word64 word455 word426 word48 word202 word498 word337 word414 word405 word60 word397 word257 word65 word239 word289 word38 word25 word410 word461 word59 word476 word417 word357 word383 word297 word158 word57 word433 word48 word328 word433 word431 word56 word65 word268 word69 word216 word390 word89 word449 word281 word257 word160 word490 word234 word131 word49 word147 word316,negativa,negativa
word455 word74 word233 word224 word482 word319 word412 word60 word335 word222 word37 word477 word278 word196 word404 word352 word484 word242 word324 word219 word192 word17 word12 word406 word401 word394 word374 word193 word22 word474 word120 word210 word306 word270 word192 word175 word285 word204 word164 word251 word227 word436 word381 word460 word7 word29 word395 word33 word134,negativa,negativa
word368 word361 word379 word327 word199 word369 word171 word315 word6 word366 word256 word367 word309 word320 word488 word248 word219 word4 word1 word326 word31 word321 word117 word453 word275 word197 word374 word325 word177 word287 word444 word236 word455 word79 word243 word311 word205 word460 word383 word211 word333 word91 word166 word161 word6 word141 word205 word461 word20 word100 word165 word45 word457 word337 word227 word315 word52 word146 word281 word123 word207 word471 word385 word297 word102 word274 word129 word167 word202 word415 word102 word71 word422 word8 word162 word73 word345 word27,positiva,neutra
word367 word11 word106 word258 word474 word381 word196 word145 word465 word220 word350 word424 word471 word174 word216 word93 word260 word422 word63 word29 word275 word347 word285 word484 word419 word372 word70 word379 word279 word231 word302 word255 word172 word432 word180 word264 word183 word322 word205 word424 word249 word213 word159 word500 word432 word100 word317 word112 word308 word166 word475,neutra,neutra
word80 word474 word377 word357 word407 word333 word175 word145 word441 word126 word182 word219 word436 word278 word485 word83 word423 word483 word141 word334 word496 word95 word365 word194 word110 word52 word103 word101 word142 word201 word458 word319 word199 word284 word494 word217 word46 word28 word2 word383 word17 word315 word436 word388 word77 word466 word387 word371 word165 word97 word105 word24 word200 word35 word2 word289 word332 word342 word461 word138 word337 word62 word299 word197 word377 word59 word265 word333 word188 word63 word308 word279 word30 word171 word452 word21 word299 word201 word135 word272,neutra,neutra
word90 word195 word177 word115 word333 word32 word368 word434 word215 word442 word308 word279 word243 word286 word70 word71 word111 word158 word37 word304 word416 word326 word35 word480 word460 word324 word416 word59 word374 word419 word368 word400 word375 word371 word207 word361 word436 word66 word262 word270 word233 word157 word106 word154 word18 word495 word260 word485 word313 word119 word309 word102 word25 word431 word180 word477 word162 word400 word485 word350 word215 word383 word124 word292 word156 word193 word328 word53 word170 word335 word98 word147 word300 word30 word74 word172 word373 word411 word84 word473 word73 word232 word290 word127 word85 word254 word152 word312 word7 word452 word307 word136 word184 word461,positiva,neutra
word125 word105 word237 word141 word293 word158 word474 word396 word449 word274 word378 word341 word117 word374 word62 word24 word60 word401 word362 word316 word265 word180 word232 word476 word143 word333 word412 word245 word81 word126 word137 word56 word213 word94 word383 word459 word478 word292 word128 word440 word217 word199 word20 word55,negativa,neutra
